2021-10-24 17:09:53 | INFO | fairseq_cli.generate | Namespace(all_gather_list_size=16384, batch_size=64, batch_size_valid=64, beam=5, bf16=False, bpe='sentencepiece', broadcast_buffers=False, bucket_cap_mb=25, checkpoint_shard_count=1, checkpoint_suffix='', constraints=None, cpu=False, criterion='cross_entropy', curriculum=0, data='/mnt/Machine-Translation/processed/gu/gu-en', data_buffer_size=10, dataset_impl=None, ddp_backend='c10d', decoding_format=None, device_id=0, disable_validation=False, distributed_backend='nccl', distributed_init_method=None, distributed_no_spawn=False, distributed_port=-1, distributed_rank=0, distributed_world_size=1, distributed_wrapper='DDP', diverse_beam_groups=-1, diverse_beam_strength=0.5, diversity_rate=-1.0, empty_cache_freq=0, eval_bleu=False, eval_bleu_args=None, eval_bleu_detok='space', eval_bleu_detok_args=None, eval_bleu_print_samples=False, eval_bleu_remove_bpe=None, eval_tokenized_bleu=False, fast_stat_sync=False, find_unused_parameters=False, fix_batches_to_gpus=False, fixed_validation_seed=None, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_no_flatten_grads=False, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', iter_decode_eos_penalty=0.0, iter_decode_force_max_iter=False, iter_decode_max_iter=10, iter_decode_with_beam=1, iter_decode_with_external_reranker=False, langs='ar_AR,cs_CZ,de_DE,en_XX,es_XX,et_EE,fi_FI,fr_XX,gu_IN,hi_IN,it_IT,ja_XX,kk_KZ,ko_KR,lt_LT,lv_LV,my_MM,ne_NP,nl_XX,ro_RO,ru_RU,si_LK,tr_TR,vi_VN,zh_CN', left_pad_source='True', left_pad_target='False', lenpen=1, lm_path=None, lm_weight=0.0, load_alignments=False, localsgd_frequency=3, log_format=None, log_interval=100, lr_scheduler='fixed', lr_shrink=0.1, match_source_len=False, max_len_a=0, max_len_b=200, max_source_positions=1024, max_target_positions=1024, max_tokens=None, max_tokens_valid=None, memory_efficient_bf16=False, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', model_parallel_size=1, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, no_seed_provided=False, nprocs_per_node=1, num_batch_buckets=0, num_shards=1, num_workers=1, optimizer=None, path='/mnt/Machine-Translation/no_transfer/checkpoint_best.pt', pipeline_balance=None, pipeline_checkpoint='never', pipeline_chunks=0, pipeline_decoder_balance=None, pipeline_decoder_devices=None, pipeline_devices=None, pipeline_encoder_balance=None, pipeline_encoder_devices=None, pipeline_model_parallel=False, prefix_size=0, prepend_bos=False, print_alignment=False, print_step=False, profile=False, quantization_config_path=None, quiet=False, remove_bpe='sentencepiece', replace_unk=None, required_batch_size_multiple=8, required_seq_len_multiple=1, results_path=None, retain_dropout=False, retain_dropout_modules=None, retain_iter_history=False, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, scoring='bleu', seed=1, sentencepiece_model='/mnt/mbart.cc25.v2/sentence.bpe.model', shard_id=0, skip_invalid_size_inputs_valid_test=False, slowmo_algorithm='LocalSGD', slowmo_momentum=None, source_lang='gu_IN', target_lang='en_XX', task='translation_from_pretrained_bart', temperature=1.0, tensorboard_logdir=None, threshold_loss_scale=None, tokenizer=None, tpu=False, train_subset='train', truncate_source=False, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, valid_subset='valid', validate_after_updates=0, validate_interval=1, validate_interval_updates=0, warmup_updates=0, zero_sharding='none')
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [gu_IN] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [en_XX] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.gu_IN
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.en_XX
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | /mnt/Machine-Translation/processed/gu/gu-en test gu_IN-en_XX 930 examples
2021-10-24 17:09:55 | INFO | fairseq_cli.generate | loading model(s) from /mnt/Machine-Translation/no_transfer/checkpoint_best.pt
S-315	đôngminh[gu_IN]
D-204	-1.4313369989395142	પાર્કપાર્કસ્ટેડિયમ
P-204	-0.0066 -5.4465 -2.1785 -2.5659 -0.0358 -0.0290 -0.0181 -1.1702
S-502	ડોડાબેટ્ટા[gu_IN]
T-502	doddabetta
H-502	-0.6371539831161499	
D-502	-0.6371539831161499	
P-502	-0.0083 -1.2660
S-2	ફિઝિયોથેરાપી[gu_IN]
T-2	physicaltherapy
H-2	-0.8589695692062378	
D-2	-0.8589695692062378	
P-2	-0.0068 -1.7111
S-844	ડીશ્રીરામકુમાર[gu_IN]
T-844	dsreeramkumar
H-844	-0.3941882848739624	શ્રીરામ કુમાર
D-844	-0.3941882848739624	શ્રીરામકુમાર
P-844	-0.0077 -1.5644 -0.2069 -0.1511 -0.0944 -0.0188 -0.7161
S-628	ઉત્તરપ્રદેશનાંશહેરો[gu_IN]
T-628	citiesandtownsinuttarpradesh
H-628	-0.4911884069442749	પ્રદેશ પ્રદેશ પ્રદેશનાં શહેરો
D-628	-0.4911884069442749	પ્રદેશપ્રદેશપ્રદેશનાંશહેરો
P-628	-0.0077 -0.1523 -2.9357 -0.6574 -0.0719 -0.7709 -0.0355 -0.0151 -0.0018 -0.2636
S-150	અમદાવાદશહેરનાવિસ્તારો[gu_IN]
T-150	neighbourhoodsinahmedabad
H-150	-0.4220121502876282	શહેરના વિસ્તારો
D-150	-0.4220121502876282	શહેરનાવિસ્તારો
P-150	-0.0074 -0.8127 -0.1982 -0.0613 -0.0578 -0.0175 -1.7992
S-925	ગુજરાતવિધાનસભાચૂંટણી૨૦૧૭[gu_IN]
T-925	2017gujaratlegislativeassemblyelection
H-925	-0.3197571635246277	વિધાનસભા ચૂંટણી ૨૦૧૭ વિધાનસભા ચૂંટણી ૨૦૧૭
D-925	-0.3197571635246277	વિધાનસભાચૂંટણી૨૦૧૭વિધાનસભાચૂંટણી૨૦૧૭
P-925	-0.0074 -0.9024 -0.0297 -0.0631 -0.0176 -0.0219 -1.8860 -0.0753 -0.3457 -0.1354 -0.0978 -0.2547
S-749	પીસીવૈદ્ય[gu_IN]
T-749	prahaladchunnilalvaidya
H-749	-0.5126307606697083	સી વૈદ્ય
D-749	-0.5126307606697083	સીવૈદ્ય
P-749	-0.0072 -2.7772 -0.2382 -0.0415 -0.0444 -0.0316 -0.4483
S-928	મહારાષ્ટ્રનામુખ્યમંત્રીઓ[gu_IN]
T-928	listofchiefministersofmaharashtra
H-928	-1.0319926738739014	ગુજરાત રાજ્યના મુખ્યમંત્રીઓ
D-928	-1.0319926738739014	ગુજરાતરાજ્યનામુખ્યમંત્રીઓ
P-928	-0.0075 -6.7465 -0.8325 -0.5339 -0.0403 -0.0050 -0.0049 -0.0853
S-161	આઇઆઇએમઅમદાવાદ[gu_IN]
T-161	indianinstituteofmanagementahmedabad
H-161	-1.866875410079956	gujarat city district
D-161	-1.866875410079956	gujaratcitydistrict
P-161	-0.0077 -4.6280 -1.1571 -4.0735 -2.4282 -0.5730 -0.2007
S-284	મુંગેલીજિલ્લો[gu_IN]
T-284	mungelidistrict
H-284	-0.8200805187225342	ંગેલી જિલ્લો
D-284	-0.8200805187225342	ંગેલીજિલ્લો
P-284	-0.0085 -4.6776 -0.1645 -1.7482 -0.3626 -0.0054 -0.0298 -0.0259 -0.3583
S-600	કમ્પ્યુટરમોનિટર[gu_IN]
T-600	computermonitor
H-600	-1.055193543434143	
D-600	-1.055193543434143	
P-600	-0.0081 -2.1023
S-912	દાંતનુંચોકઠું[gu_IN]
T-912	dentures
H-912	-1.7565819025039673	
D-912	-1.7565819025039673	
P-912	-0.0072 -3.5060
S-498	પન્નાજિલ્લો[gu_IN]
T-498	pannadistrict
H-498	-0.9957613945007324	
D-498	-0.9957613945007324	
P-498	-0.0080 -1.9835
S-379	ગુદામૈથુન[gu_IN]
T-379	analsex
H-379	-1.1477960348129272	મૈથુન
D-379	-1.1477960348129272	મૈથુન
P-379	-0.0079 -6.4815 -0.3759 -0.8043 -0.2027 -0.3987 -0.2133 -0.6981
S-570	કોમ્પ્યુટરવાયરસ[gu_IN]
T-570	computervirus
H-570	-0.9591755867004395	
D-570	-0.9591755867004395	
P-570	-0.0085 -1.9099
S-401	સારનજિલ્લો[gu_IN]
T-401	sarandistrict
H-401	-1.1809200048446655	સારન જિલ્લા
D-401	-1.1809200048446655	સારનજિલ્લા
P-401	-0.0080 -3.5838 -2.0292 -0.5140 -1.8313 -0.1380 -0.1621
S-868	મણિપુરનાજિલ્લાઓ[gu_IN]
T-868	manipur
H-868	-0.9843740463256836	ણિપુર શહેરણિપુરના જિલ્લાઓ
D-868	-0.9843740463256836	ણિપુરશહેરણિપુરનાજિલ્લાઓ
P-868	-0.0071 -5.9672 -0.0353 -0.0598 -4.4421 -0.6525 -1.9833 -0.0093 -0.0123 -0.4831 -0.0102 -0.0015 -0.0010 -0.1165
S-43	કોમ્પ્યુટરહાર્ડવેર[gu_IN]
T-43	computerhardware
H-43	-1.6803009510040283	
D-43	-1.6803009510040283	
P-43	-0.0082 -3.3524
S-551	ભુજિયોકિલ્લો[gu_IN]
T-551	bhujiafort
H-551	-1.460211992263794	ભુજિયો
D-551	-1.460211992263794	ભુજિયો
P-551	-0.0074 -2.2116 -2.1286 -0.2060 -1.5725 -3.9581 -0.1373
S-13	માર્શલઆર્ટસ[gu_IN]
T-13	martialarts
H-13	-0.7037443518638611	ર્શલ આર્ટસ
D-13	-0.7037443518638611	ર્શલઆર્ટસ
P-13	-0.0081 -5.0781 -0.2913 -0.0948 -0.6509 -0.0140 -0.0960 -0.0132 -0.0873
S-250	કછરજિલ્લો[gu_IN]
T-250	cachardistrict
H-250	-1.4155863523483276	district district district
D-250	-1.4155863523483276	districtdistrictdistrict
P-250	-0.0076 -5.0491 -0.7533 -1.6042 -0.8822 -0.1970
S-463	ખંડવાજિલ્લો[gu_IN]
T-463	khandwadistrict
H-463	-0.589402437210083	ખંડવા જિલ્લો
D-463	-0.589402437210083	ખંડવાજિલ્લો
P-463	-0.0083 -3.0530 -0.1476 -0.9228 -0.2377 -0.0041 -0.0202 -0.0234 -0.8875
S-82	અવકાશવિનિયોગકેન્દ્ર[gu_IN]
T-82	spaceapplicationscentre
H-82	-2.1616263389587402	gujarat district district
D-82	-2.1616263389587402	gujaratdistrictdistrict
P-82	-0.0074 -6.0222 -1.7607 -4.9238 -1.4326 -0.7898 -0.1950
S-45	ખેડાજિલ્લો[gu_IN]
T-45	khedadistrict
H-45	-1.1041826009750366	ખેડા જિલ્લા
D-45	-1.1041826009750366	ખેડાજિલ્લા
P-45	-0.0079 -2.6102 -2.7392 -0.0502 -1.8480 -0.2087 -0.2650
S-31	સઇહાજિલ્લો[gu_IN]
T-31	saihadistrict
H-31	-1.03592050075531	
D-31	-1.03592050075531	
P-31	-0.0080 -2.0639
S-834	ગુન્ટૂરજિલ્લો[gu_IN]
T-834	gunturdistrict
H-834	-1.5541144609451294	ગુૂર જિલ્લા
D-834	-1.5541144609451294	ગુૂરજિલ્લા
P-834	-0.0081 -3.6187 -2.1599 -2.8650 -0.2852 -0.3879
S-102	સિવનીજિલ્લો[gu_IN]
T-102	seonidistrict
H-102	-1.9448145627975464	વની જિલ્લ
D-102	-1.9448145627975464	વનીજિલ્લ
P-102	-0.0082 -6.2942 -0.9006 -0.8478 -1.0820 -0.0343 -5.9998 -0.3916
S-607	દાહોદજિલ્લો[gu_IN]
T-607	dahoddistrict
H-607	-1.0631698369979858	હોદ જિલ્લો
D-607	-1.0631698369979858	હોદજિલ્લો
P-607	-0.0081 -4.7994 -0.1648 -2.8180 -1.2839 -0.0184 -0.0440 -0.0298 -0.4022
S-447	મનુભાઈપંચોળી[gu_IN]
T-447	manubhaipancholi
H-447	-1.1969659328460693	શ્રી નરેન્દ્રભાઈ પંચોળી
D-447	-1.1969659328460693	શ્રીનરેન્દ્રભાઈપંચોળી
P-447	-0.0071 -6.7564 -2.9664 -0.6702 -0.1519 -0.0905 -0.0501 -0.0033 -0.0769
S-41	ગઢવાલહિમાલય[gu_IN]
T-41	garhwalhimalaya
H-41	-1.1546660661697388	ગઢવાલ હિમાલય
D-41	-1.1546660661697388	ગઢવાલહિમાલય
P-41	-0.0088 -6.3264 -0.1776 -1.0324 -0.0556 -0.0143 -0.0404 -1.5817
S-374	સુલ્તાનપુર[gu_IN]
T-374	sultanpuruttarpradesh
H-374	-0.5334985852241516	
D-374	-0.5334985852241516	
P-374	-0.0081 -1.0589
S-677	ચંદ્રવદનમહેતા[gu_IN]
T-677	chandravadanmehta
H-677	-1.109705924987793	ચંદ્રવદન મહેતા
D-677	-1.109705924987793	ચંદ્રવદનમહેતા
P-677	-0.0082 -6.9688 -0.0440 -0.7387 -0.0227 -0.2168 -0.0331 -0.8452
S-918	દાદાભાઈનવરોજી[gu_IN]
T-918	dadabhainaoroji
H-918	-1.5464556217193604	
D-918	-1.5464556217193604	
P-918	-0.0066 -3.0863
S-282	જયનગરમજિલપુર[gu_IN]
T-282	jaynagarmajilpur
H-282	-0.6551702618598938	નગર મજિલપુર
D-282	-0.6551702618598938	નગરમજિલપુર
P-282	-0.0081 -3.2430 -0.7068 -0.2300 -0.1208 -0.0414 -0.0274 -0.8639
S-144	ચોલામંડલમ[gu_IN]
T-144	greatlivingcholatemples
H-144	-0.09895201027393341	
D-144	-0.09895201027393341	
P-144	-0.0079 -0.1900
S-698	કૃષ્ણલાલશ્રીધરાણી[gu_IN]
T-698	krishnalalshridharani
H-698	-1.262129306793213	કૃષ્ણલાલ શ્રીધરાણી
D-698	-1.262129306793213	કૃષ્ણલાલશ્રીધરાણી
P-698	-0.0077 -7.9516 -0.5503 -0.6347 -0.0193 -0.0466 -0.0231 -0.8638
S-142	ચિત્રકૂટધામ[gu_IN]
T-142	chitrakootmadhyapradesh
H-142	-1.573104977607727	
D-142	-1.573104977607727	
P-142	-0.0068 -3.1394
S-639	પ્રિન્સિપિયા[gu_IN]
T-639	philosophiænaturalisprincipiamathematica
H-639	-0.19432787597179413	
D-639	-0.19432787597179413	
P-639	-0.0075 -0.3812
S-220	ઝારખંડનામુખ્યમંત્રીઓ[gu_IN]
T-220	listofchiefministersofjharkhand
H-220	-0.9563632011413574	ગુજરાત રાજ્ય અને ઉત્તરખંડના મુખ્યમંત્રીઓ
D-220	-0.9563632011413574	ગુજરાતરાજ્યઅનેઉત્તરખંડનામુખ્યમંત્રીઓ
P-220	-0.0078 -4.8425 -0.6869 -3.1143 -1.6284 -0.1818 -0.0214 -0.0010 -0.0001 -0.0002 -0.0356
S-562	દક્ષિણઅમેરિકાનાદેશોનીયાદી[gu_IN]
T-562	listofsovereignstatesanddependentterritoriesinsouthamerica
H-562	-0.2457418590784073	અમેરિકાના દેશોની યાદી
D-562	-0.2457418590784073	અમેરિકાનાદેશોનીયાદી
P-562	-0.0065 -0.4990 -0.3372 -0.0191 -0.0641 -0.0247 -0.0200 -0.9953
S-679	ગુંડપ્પાવિશ્વનાથ[gu_IN]
T-679	gundappaviswanath
H-679	-1.0965664386749268	
D-679	-1.0965664386749268	
P-679	-0.0081 -2.1851
S-484	જુલિયસસીઝર[gu_IN]
T-484	juliuscaesar
H-484	-1.4539765119552612	
D-484	-1.4539765119552612	
P-484	-0.0072 -2.9007
S-275	કેન્યાએરવેઝ[gu_IN]
T-275	kenyaairways
H-275	-0.7319551706314087	
D-275	-0.7319551706314087	
P-275	-0.0073 -1.4566
S-28	અમરેલીવિમાનમથક[gu_IN]
T-28	amreliairport
H-28	-0.4095008373260498	વિમાનમથક
D-28	-0.4095008373260498	વિમાનમથક
P-28	-0.0083 -1.5993 -0.0538 -0.9296 -0.1241 -0.0824 -0.0549 -0.4235
S-536	સાનિયામિર્ઝા[gu_IN]
T-536	saniamirza
H-536	-1.4088640213012695	
D-536	-1.4088640213012695	
P-536	-0.0081 -2.8096
S-470	માહિતીચોકઠુંમંદિર[gu_IN]
T-470	infoboxmandir
H-470	-1.8065427541732788	રામેશ્વર મંદિર રામેશ્વર મંદિર
D-470	-1.8065427541732788	રામેશ્વરમંદિરરામેશ્વરમંદિર
P-470	-0.0072 -5.8180 -3.4657 -2.5762 -0.0563 -1.7300 -1.2569 -2.5245 -0.0163 -0.6144
S-606	ભુજંગાસન[gu_IN]
T-606	bhujangasana
H-606	-1.3377540111541748	
D-606	-1.3377540111541748	
P-606	-0.0074 -2.6681
S-921	અશ્વત્થામા[gu_IN]
T-921	ashwatthama
H-921	-0.8112217783927917	
D-921	-0.8112217783927917	
P-921	-0.0074 -1.6151
S-515	ભારતમાંપવનઊર્જા[gu_IN]
T-515	windpowerinindia
H-515	-0.4820880889892578	પવન ઊર્જા
D-515	-0.4820880889892578	પવનઊર્જા
P-515	-0.0071 -1.6606 -0.0961 -0.7054 -0.0256 -0.0137 -0.0364 -1.3119
S-633	દેવધરજિલ્લો[gu_IN]
T-633	deoghardistrict
H-633	-0.9016057848930359	ધર જિલ્લો
D-633	-0.9016057848930359	ધરજિલ્લો
P-633	-0.0081 -4.8721 -0.6781 -1.1117 -0.0028 -0.0410 -0.0311 -0.4680
S-811	ધવેલ્થઑફનેશનઝ[gu_IN]
T-811	thewealthofnations
H-811	-0.5154799222946167	વેલ્થ ઑફ નેશનઝ
D-811	-0.5154799222946167	વેલ્થઑફનેશનઝ
P-811	-0.0073 -1.9627 -0.2119 -0.3851 -0.0040 -0.1123 -0.0074 -1.4331
S-726	વિશ્વધરોહરસ્થળ[gu_IN]
T-726	worldheritagesites
H-726	-0.41216111183166504	ધરોહર સ્થળ
D-726	-0.41216111183166504	ધરોહરસ્થળ
P-726	-0.0075 -2.1564 -0.2272 -0.0195 -0.0581 -0.2102 -0.0152 -0.6033
S-56	વલ્લભવિદ્યાનગર[gu_IN]
T-56	vallabhvidyanagar
H-56	-1.8800634145736694	gujarat district district
D-56	-1.8800634145736694	gujaratdistrictdistrict
P-56	-0.0073 -4.9380 -2.0941 -2.8453 -1.6354 -1.2404 -0.3999
S-927	જિજ્ઞેશમેવાણી[gu_IN]
T-927	jigneshmevani
H-927	-1.67368745803833	gujarati speakers
D-927	-1.67368745803833	gujaratispeakers
P-927	-0.0078 -4.2443 -0.7612 -0.8881 -5.7141 -0.7813 -0.8243 -0.1683
S-106	બર્ટ્રાન્ડરસેલ[gu_IN]
T-106	bertrandrussell
H-106	-1.0367070436477661	
D-106	-1.0367070436477661	
P-106	-0.0077 -2.0657
S-810	અભિનવબિંદ્રા[gu_IN]
T-810	abhinavbindra
H-810	-0.8714730739593506	
D-810	-0.8714730739593506	
P-810	-0.0078 -1.7352
S-553	મનોજપ્રભાકર[gu_IN]
T-553	manojprabhakar
H-553	-1.4644150733947754	પ્રભાકર નોજ પ્રભાકર
D-553	-1.4644150733947754	પ્રભાકરનોજપ્રભાકર
P-553	-0.0082 -5.9334 -1.0043 -0.9598 -1.5960 -5.5078 -1.7413 -0.3495 -0.0972 -0.1122 -0.0167 -0.2466
S-705	અમીનાદેસાઈ[gu_IN]
T-705	aminadesai
H-705	-0.8721024394035339	મીના દેસાઈ
D-705	-0.8721024394035339	મીનાદેસાઈ
P-705	-0.0073 -6.1293 -0.1468 -0.1299 -0.0698 -0.0189 -0.0439 -0.4309
S-358	સાયનાનેહવાલ[gu_IN]
T-358	sainanehwal
H-358	-1.8123787641525269	
D-358	-1.8123787641525269	
P-358	-0.0077 -3.6171
S-488	૨૦૧૯ક્રિકેટવિશ્વકપ[gu_IN]
T-488	2019cricketworldcup
H-488	-1.004807472229004	ક્રિકેટ વિશ્વકપ ક્રિકેટ વિશ્વકપ
D-488	-1.004807472229004	ક્રિકેટવિશ્વકપક્રિકેટવિશ્વકપ
P-488	-0.0070 -5.4529 -0.3353 -0.2296 -0.0521 -0.0822 -2.8186 -0.8167 -0.6108 -0.2149 -0.3204 -1.1172
S-217	ફ્રેડીમર્ક્યુરી[gu_IN]
T-217	freddiemercury
H-217	-0.9833460450172424	ડી મર્ક્યુરી
D-217	-0.9833460450172424	ડીમર્ક્યુરી
P-217	-0.0077 -5.8898 -0.6740 -0.1089 -0.2675 -0.0629 -0.0166 -0.8395
S-158	માઇકલજેકસન[gu_IN]
T-158	michaeljackson
H-158	-1.0341832637786865	
D-158	-1.0341832637786865	
P-158	-0.0072 -2.0612
S-769	યાજ્ઞવલ્કય[gu_IN]
T-769	yajnavalkya
H-769	-1.3145372867584229	
D-769	-1.3145372867584229	
P-769	-0.0074 -2.6217
S-440	સહસ્ત્રબાહુમંદિર[gu_IN]
T-440	sahastrabahutemples
H-440	-1.5657827854156494	શિવ મંદિર શિવ મંદિર
D-440	-1.5657827854156494	શિવમંદિરશિવમંદિર
P-440	-0.0076 -7.7954 -1.2244 -0.2465 -2.0438 -0.7674 -0.1126 -0.3286
S-545	શ્રીમદ્રાજચંદ્ર[gu_IN]
T-545	shrimadrajchandra
H-545	-0.7780023813247681	મદ્ રાજચંદ્ર
D-545	-0.7780023813247681	મદ્રાજચંદ્ર
P-545	-0.0074 -5.3051 -0.0762 -0.1846 -0.4962 -0.0290 -0.0121 -0.1134
S-384	ઘાબાજરીયુ[gu_IN]
T-384	typhaangustifolia
H-384	-0.3505565822124481	
D-384	-0.3505565822124481	
P-384	-0.0068 -0.6943
S-609	અમૃતલાલવેગડ[gu_IN]
T-609	amritlalvegad
H-609	-2.156972885131836	
D-609	-2.156972885131836	
P-609	-0.0073 -4.3067
S-878	બંસીલાલવર્મા[gu_IN]
T-878	bansilalverma
H-878	-1.476098656654358	
D-878	-1.476098656654358	
P-878	-0.0074 -2.9448
S-77	ગર્જિયાદેવીમંદિર[gu_IN]
T-77	garjiyadevitemple
H-77	-1.9742096662521362	
D-77	-1.9742096662521362	
P-77	-0.0078 -3.9406
S-821	રાજાબાઇટાવર[gu_IN]
T-821	rajabaiclocktower
H-821	-0.8142110109329224	બાઇ ટાવર
D-821	-0.8142110109329224	બાઇટાવર
P-821	-0.0082 -5.6681 -0.0529 -0.4098 -0.2088 -0.0020 -0.0175 -0.1464
S-244	અરદેશરખબરદાર[gu_IN]
T-244	ardesharkhabardar
H-244	-1.4730606079101562	
D-244	-1.4730606079101562	
P-244	-0.0076 -2.9385
S-480	સંસદીયગણતંત્ર[gu_IN]
T-480	parliamentaryrepublic
H-480	-1.2406210899353027	
D-480	-1.2406210899353027	
P-480	-0.0066 -2.4746
S-228	રજતધોળકિયા[gu_IN]
T-228	rajatdholakia
H-228	-1.7481967210769653	
D-228	-1.7481967210769653	
P-228	-0.0065 -3.4899
S-173	ફ્રાન્ઝકાફકા[gu_IN]
T-173	franzkafka
H-173	-0.5668995976448059	ફ્રાન્ઝ કાફકા
D-173	-0.5668995976448059	ફ્રાન્ઝકાફકા
P-173	-0.0081 -2.4014 -0.0953 -0.0720 -1.6121 -0.3754 -0.2103 -0.0359 -0.2915
S-808	વૈષ્ણવસંપ્રદાય[gu_IN]
T-808	vaishnavism
H-808	-1.5516207218170166	
D-808	-1.5516207218170166	
P-808	-0.0076 -3.0956
S-850	આંબાઝરીતળાવ[gu_IN]
T-850	ambazarilake
H-850	-0.7259985208511353	આંઝરી તળાવ
D-850	-0.7259985208511353	આંઝરીતળાવ
P-850	-0.0076 -1.9278 -0.8734 -0.1636 -2.3671 -0.0234 -0.2138 -0.0428 -0.9145
S-763	ગુરુગ્રંથસાહેબ[gu_IN]
T-763	gurugranthsahib
H-763	-0.4102160632610321	ગ્રંથ સાહેબ
D-763	-0.4102160632610321	ગ્રંથસાહેબ
P-763	-0.0080 -2.4388 -0.1332 -0.0718 -0.1101 -0.5432 -0.0585 -0.0171 -0.3113
S-389	કિર્ગિઝગણરાજ્ય[gu_IN]
T-389	kyrgyzstan
H-389	-1.1086337566375732	
D-389	-1.1086337566375732	
P-389	-0.0075 -2.2097
S-445	ફારુખએન્જીનિયર[gu_IN]
T-445	farokhengineer
H-445	-1.4730077981948853	
D-445	-1.4730077981948853	
P-445	-0.0078 -2.9382
S-761	રંજનાપ્રકાશદેસાઈ[gu_IN]
T-761	ranjanadesai
H-761	-1.5888843536376953	પ્રકાશ દેસાઈ
D-761	-1.5888843536376953	પ્રકાશદેસાઈ
P-761	-0.0076 -7.7175 -1.9701 -0.2456 -0.3966 -0.1476 -0.6371
S-203	સૈયદકિરમાણી[gu_IN]
T-203	syedkirmani
H-203	-0.7959973812103271	ૈયદ કિરમાણી
D-203	-0.7959973812103271	ૈયદકિરમાણી
P-203	-0.0082 -5.0670 -0.1366 -0.1447 -1.3039 -0.0951 -0.1099 -0.0165 -0.2823
S-24	પ્રીટિઝિન્ટા[gu_IN]
T-24	preityzinta
H-24	-0.4324605464935303	
D-24	-0.4324605464935303	
P-24	-0.0084 -0.8565
S-909	કપૂરથલાજિલ્લો[gu_IN]
T-909	kapurthaladistrict
H-909	-1.8748130798339844	થલા જિલ્લા
D-909	-1.8748130798339844	થલાજિલ્લા
P-909	-0.0081 -5.9478 -1.0471 -2.6705 -0.3229 -1.2525
S-450	અનુષ્કાશેટ્ટી[gu_IN]
T-450	anushkashetty
H-450	-1.2573283910751343	
D-450	-1.2573283910751343	
P-450	-0.0076 -2.5071
S-861	જટાશંકરપંચમઢી[gu_IN]
T-861	jatashankar
H-861	-1.489213228225708	
D-861	-1.489213228225708	
P-861	-0.0074 -2.9710
S-751	હુજિન્તાઓ[gu_IN]
T-751	hujintao
H-751	-1.5579196214675903	ગુજરાતી જિન્તાઓ
D-751	-1.5579196214675903	ગુજરાતીજિન્તાઓ
P-751	-0.0081 -6.8598 -1.8586 -1.7987 -0.3283 -0.0955 -0.9208 -0.0131 -2.1385
S-792	ગઢવાજિલ્લો[gu_IN]
T-792	garhwadistrict
H-792	-0.5575255751609802	ગઢવા જિલ્લો
D-792	-0.5575255751609802	ગઢવાજિલ્લો
P-792	-0.0087 -2.7595 -0.4543 -0.2287 -1.2497 -0.3717 -0.0198 -0.0279 -0.0259 -0.4290
S-371	પદ્મપાણીઆચાર્ય[gu_IN]
T-371	padmapaniacharya
H-371	-2.089604616165161	
D-371	-2.089604616165161	
P-371	-0.0078 -4.1714
S-734	જૈનધર્મમાંમૃત્યુ[gu_IN]
T-734	deathinjainism
H-734	-1.0277626514434814	
D-734	-1.0277626514434814	
P-734	-0.0069 -2.0486
S-67	સોમાજ્વાળામુખી[gu_IN]
T-67	sommavolcano
H-67	-0.9124889969825745	
D-67	-0.9124889969825745	
P-67	-0.0082 -1.8168
S-323	ગુજરાતરાજ્યમાંઆવેલીયુનિવર્સિટીઓ[gu_IN]
T-323	universitiesingujarat
H-323	-0.21736951172351837	રાજ્યમાં આવેલી યુનિવર્સિટીઓ
D-323	-0.21736951172351837	રાજ્યમાંઆવેલીયુનિવર્સિટીઓ
P-323	-0.0071 -0.4367 -0.4629 -0.0819 -0.0111 -0.0314 -0.0085 -0.0104 -0.9063
S-39	કુમારપાળદેસાઈ[gu_IN]
T-39	kumarpaldesai
H-39	-1.076310634613037	કુમારપાળ દેસાઈ
D-39	-1.076310634613037	કુમારપાળદેસાઈ
P-39	-0.0074 -8.0466 -0.6716 -0.0205 -0.3467 -0.0596 -0.0262 -0.0402 -0.4679
S-517	અનવરમિંયાકાજી[gu_IN]
T-517	anwarmiyakaji
H-517	-0.9258877635002136	વરમિંયા કાજી
D-517	-0.9258877635002136	વરમિંયાકાજી
P-517	-0.0082 -4.1157 -0.4354 -0.3508 -0.1104 -1.5251 -1.0428 -0.0321 -0.7124
S-186	ઉત્તરાખંડીફુત્કી[gu_IN]
T-186	westerncrownedwarbler
H-186	-0.8893143534660339	
